0	0.7349
1	0.7449
2	0.7537
3	0.7632
4	0.7757
5	0.7927
6	0.8149
7	0.8420
8	0.8736
9	0.9088
10	0.9464
11	0.9848
12	1.0225
13	1.0590
14	1.0943
15	1.1283
16	1.1601
17	1.1886
18	1.2123
19	1.2306
20	1.2435
21	1.2515
22	1.2550
23	1.2544
24	1.2492
25	1.2394
26	1.2248
27	1.2057
28	1.1823
29	1.1549
30	1.1238
31	1.0893
32	1.0518
33	1.0118
34	0.9695
35	0.9253
36	0.8802
37	0.8355
38	0.7941
39	0.7596
40	0.7362
41	0.7271
42	0.7330
43	0.7523
44	0.7813
45	0.8165
46	0.8550
47	0.8947
48	0.9344
49	0.9734
50	1.0113
51	1.0479
52	1.0830
53	1.1163
54	1.1472
55	1.1751
56	1.1993
57	1.2195
58	1.2352
59	1.2461
60	1.2519
61	1.2525
62	1.2477
63	1.2377
64	1.2227
65	1.2030
66	1.1789
67	1.1507
68	1.1187
69	1.0834
70	1.0452
71	1.0049
72	0.9633
73	0.9215
74	0.8806
75	0.8423
76	0.8083
77	0.7806
78	0.7609
79	0.7507
80	0.7502
81	0.7591
82	0.7760
83	0.7995
84	0.8279
85	0.8597
86	0.8938
87	0.9290
88	0.9644
89	0.9992
90	1.0325
91	1.0637
92	1.0925
93	1.1184
94	1.1412
95	1.1606
96	1.1766
97	1.1888
98	1.1973
99	1.2019
100	1.2025
101	1.1989
102	1.1912
103	1.1794
104	1.1637
105	1.1442
106	1.1213
107	1.0954
108	1.0671
109	1.0367
110	1.0050
111	0.9727
112	0.9405
113	0.9097
114	0.8812
115	0.8563
116	0.8363
117	0.8221
118	0.8144
119	0.8131
120	0.8181
121	0.8285
122	0.8436
123	0.8623
124	0.8836
125	0.9068
126	0.9311
127	0.9560
128	0.9808
129	1.0051
130	1.0285
131	1.0506
132	1.0709
133	1.0892
134	1.1051
135	1.1184
136	1.1290
137	1.1366
138	1.1413
139	1.1430
140	1.1417
141	1.1376
142	1.1305
143	1.1208
144	1.1086
145	1.0940
146	1.0773
147	1.0588
148	1.0390
149	1.0182
150	0.9971
151	0.9760
152	0.9558
153	0.9369
154	0.9201
155	0.9058
156	0.8946
157	0.8869
158	0.8828
159	0.8823
160	0.8854
161	0.8916
162	0.9006
163	0.9120
164	0.9252
165	0.9398
166	0.9553
167	0.9712
168	0.9872
169	1.0030
170	1.0182
171	1.0325
172	1.0457
173	1.0575
174	1.0678
175	1.0764
176	1.0833
177	1.0882
178	1.0911
179	1.0920
180	1.0909
181	1.0879
182	1.0830
183	1.0764
184	1.0681
185	1.0585
186	1.0477
187	1.0359
188	1.0235
189	1.0107
190	0.9979
191	0.9853
192	0.9733
193	0.9623
194	0.9525
195	0.9443
196	0.9378
197	0.9332
198	0.9306
199	0.9300
200	0.9314
201	0.9346
202	0.9394
203	0.9457
204	0.9532
205	0.9617
206	0.9708
207	0.9803
208	0.9901
209	0.9997
210	1.0091
211	1.0180
212	1.0263
213	1.0337
214	1.0403
215	1.0457
216	1.0501
217	1.0532
218	1.0551
219	1.0558
220	1.0552
221	1.0534
222	1.0505
223	1.0465
224	1.0415
225	1.0357
226	1.0292
227	1.0221
228	1.0147
229	1.0071
230	0.9995
231	0.9921
232	0.9851
233	0.9786
234	0.9729
235	0.9680
236	0.9642
237	0.9613
