0.970874	0.007000
2.912621	0.022400
4.207120	0.036400
7.766990	0.065800
12.621359	0.110600
18.122977	0.154000
23.624595	0.207200
31.391586	0.266000
38.187702	0.312200
43.365696	0.345800
51.456311	0.394800
57.281553	0.420000
63.754045	0.453600
71.197411	0.483000
81.229773	0.522200
90.614887	0.553000
102.912621	0.583800
113.592233	0.603400
125.889968	0.621600
136.893204	0.632800
149.514563	0.644000
159.223301	0.645400
171.844660	0.642600
181.553398	0.639800
192.880259	0.634200
204.854369	0.627200
216.504854	0.618800
226.537217	0.614600
238.511327	0.604800
249.190939	0.596400
260.194175	0.588000
272.168285	0.578200
294.174757	0.558600

