0.017335	0.000909
0.069339	0.003939
0.138678	0.006970
0.260022	0.010000
0.398700	0.013030
0.572048	0.016061
0.728061	0.018788
0.936078	0.021818
1.196100	0.024545
1.456121	0.027273
1.612134	0.029091
1.872156	0.031818
2.080173	0.033939
2.340195	0.036061
2.652221	0.038182
2.894908	0.040303
3.241603	0.042424
3.518960	0.044545
3.934995	0.047273
4.247021	0.048788
4.593716	0.050909
5.113759	0.053636
5.581798	0.056364
6.379198	0.060303
7.471289	0.065455
8.979415	0.071212
10.782232	0.077273
12.827736	0.084848
14.353196	0.089394
15.739978	0.093939

